,acceleration__number_crossing_m__m_1,"acceleration__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",acceleration__range_count__max_1000000000000.0__min_0,acceleration__approximate_entropy__m_2__r_0.7,"acceleration__fft_coefficient__attr_""abs""__coeff_30","acceleration__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""","acceleration__fft_coefficient__attr_""abs""__coeff_0","acceleration__agg_autocorrelation__f_agg_""var""__maxlag_40","acceleration__fft_coefficient__attr_""abs""__coeff_36","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4"
0,6.0,-0.3592578397212543,110.0,0.1900425207586225,5.438371131046178,-6.541606539434573,19.680000000000007,0.1892545308637941,2.73056583052406,0.0546746987951807
1,6.0,-0.5118636363636364,47.0,0.210537298094142,2.568691493756762,-6.665749575829009,22.485000000000007,0.2244115934940379,1.1507016585198684,0.0115903614457831
2,25.0,-1.357131868131868,155.0,0.235948969500122,9.613082870665789,-9.732022167650182,111.167,0.4041052618391711,16.85347812340708,0.533233082706767
3,10.0,-0.5477236842105263,160.0,0.1634355034699008,7.5040380698726175,-7.223667451318518,38.273,0.3565704688934397,4.241966886121065,0.11922
4,10.0,-0.2511790683605566,199.0,0.2521492595901642,6.145882186130055,-7.077419143574243,41.25899999999999,0.4007488240387576,2.895415778692417,0.0249599999999999
5,12.0,-0.2377299663299663,181.0,0.2530696803521604,1.120538287243704,-6.095925679299817,49.392,0.4133976707802015,2.170474681490214,0.0753737373737373
6,10.0,-0.2352616330114136,247.0,0.2322073299866944,2.570042399821032,-5.602155034068611,58.068,0.3880820667955469,2.4677042767862507,0.0219029850746268
7,4.0,-0.1651724137931035,63.0,0.1159511241036239,0.3815607623268346,-1.7182974219210985,29.189000000000007,0.4240382223807547,0.1985851749900723,0.1437017543859649
8,5.0,-0.1961720430107526,68.0,0.0996497700051575,1.285203826576932,-3.9392106170449854,26.890000000000004,0.4561582943013569,0.6329782255975605,0.1776727272727273
9,2.0,-1.7235416666666663,39.0,0.2499627261882306,1.109988158848901,-3.3105023953597943,30.272,0.3125782808600552,1.0744082762657143,0.1046399999999999
10,6.0,-1.2143142857142857,45.0,0.2737984783036491,1.5836808944523184,-4.781484570060742,45.843,0.3375606719352935,1.3608805751543998,0.5625312499999999
11,6.0,-1.075447368421053,46.0,0.2910651691563772,2.039176119908346,-4.568629999063587,16.77,0.3425108941690869,3.020201810103456,0.3891764705882353
12,17.0,-0.8933978174603175,138.0,0.2018488093608725,6.020675989497761,-8.326573850471698,59.81,0.481040988241021,8.095656936961307,0.3212252252252252
13,8.0,-0.1673122923588039,121.0,0.2465971480115443,4.910934520525214,-5.896512565070686,61.806,0.1501657005250419,2.3786863214717955,0.0564578313253011
14,4.0,-0.1889344537815127,117.0,0.1654614979097259,1.866531237305876,-5.043631228009924,21.498,0.1077737923835378,2.6353920107474536,0.0391111111111111
15,5.0,-0.4099784946236559,68.0,0.1075321057337449,1.2272818132554135,-2.4818218967562644,24.119,0.4004625960451891,1.1754084736492234,0.1930727272727272
16,10.0,-0.699921768707483,106.0,0.1796799609315098,2.5580921228426763,-5.720201683888116,75.729,0.4057486240059863,2.4396356435884616,0.2095058823529412
17,10.0,-0.3662913533834586,195.0,0.2527605561144035,3.452338946990705,-6.649993349247885,44.945,0.38472613346243,7.025068350688384,0.031757281553398
18,4.0,-0.9014782608695652,34.0,0.2352654237032798,0.5616271200787895,-4.237370716812269,55.995000000000005,0.4271835578612425,1.1349553596192394,0.2094473684210526
19,6.0,-1.3222684210526312,43.0,0.2792926336741326,0.4235160288152786,-5.249763059324128,35.581999999999994,0.3256544766407911,1.1144815845642717,0.2990322580645161
20,5.0,-0.0645105820105822,61.0,0.1404789269607589,0.6158361944954671,-2.991134112102963,40.46299999999999,0.4140899058555916,1.2751011049115746,0.18918
21,6.0,-0.0494222222222222,33.0,0.4524439471037964,1.1163096915855122,-5.0871687981673155,26.305,0.2719644651430036,0.9026743748291968,0.1291428571428571
22,6.0,-1.3973804347826086,36.0,0.3207944676546372,2.7547656678974533,-6.191313264845325,81.957,0.3824641509974685,1.1962597585565715,0.2874444444444444
23,2.0,-0.3414502164502164,46.0,0.2534709779310518,0.1306419776819257,-5.457474113360571,4.005,0.1734251828116285,0.5279660318915513,0.0291351351351351
24,4.0,0.2448222222222221,39.0,0.5040753744196149,1.1163096915855122,-4.424286319560361,25.731,0.1494571835504982,0.9026743748291968,0.0987857142857142
25,8.0,-0.3586882591093117,69.0,0.2412964414659804,7.511269203212346,-5.964356860115428,9.233,0.2279080969661727,4.4039223208188245,0.0879
26,6.0,-0.928111111111111,45.0,0.3074008185116148,3.782650790120601,-4.848474964243257,14.191000000000004,0.3320428278045849,1.531929295070812,0.4461666666666666
27,8.0,-0.4139507692307692,65.0,0.2778835311631749,1.564689090784796,-4.832171089665544,40.343,0.1433107422886406,1.2455875253581905,0.1850930232558139
28,4.0,0.3456099999999998,55.0,0.1472432860531476,1.8438956768642212,-4.239535940433934,26.35299999999999,0.4263101049703433,0.833882563139094,0.2638604651162791
29,6.0,-0.358171052631579,89.0,0.1697917893856158,1.7184076201662506,-4.950997225650394,11.066,0.2370325207379939,4.965505937942281,0.006625
30,2.0,-1.3504916666666666,54.0,0.2171135357151323,1.530765982336505,-2.5282920166455805,2.8070000000000013,0.1541623553369945,0.9590000000000004,0.0504482758620689
31,2.0,-0.1392102102102102,145.0,0.2182167665247776,1.1582072353426232,-3.191063910299378,25.111,0.2430741215474655,0.5496319191671768,0.0206478873239436
32,2.0,-1.1538076923076923,38.0,0.0749735026673842,1.1163096915855122,-2.2880004912572027,16.651999999999997,0.4221609011842225,0.9026743748291968,0.0538499999999999
33,2.0,-0.3423133333333333,87.0,0.1588851503632573,0.3209318575809733,-2.978279967231867,15.384,0.2559229471239316,0.6865570520282309,0.032754716981132
34,6.0,-0.999915343915344,59.0,0.1282020622662487,5.356467758131269,-2.8705145424216947,20.843,0.0545146223523039,3.149980158613167,0.029576923076923
35,2.0,0.1036803278688524,262.0,0.1329798430575836,1.2291050989178678,-4.357777903609943,54.469,0.2105862117322148,0.1573764236285005,0.0058085106382978
36,2.0,0.0316386066763425,210.0,0.0934476588763977,1.1163096915855122,-4.086633712664323,30.922000000000004,0.1718603264772492,0.9607861489966636,0.0070915492957746
37,2.0,-1.0104673913043478,42.0,0.148544676116775,0.594610279053957,-2.1776003847686054,30.888,0.2163246065763235,0.8716982319882035,0.0284565217391304
38,2.0,-0.1773333333333332,101.0,0.1841609764044331,0.4969629959728985,-3.293514604599355,23.347,0.3052760427004778,0.5253061181289957,0.0226304347826086
39,2.0,-0.0410181818181818,186.0,0.1343956044163805,1.6080895877611867,-5.290433864829503,26.049,0.1858805018296871,0.9026743748291968,0.0055249999999999
40,0.0,-0.2407913978494623,113.0,0.1516330707028126,0.3813521140274504,-3.269241428394707,13.378000000000002,0.3527090740536349,0.7092732229388521,0.0304716981132075
41,2.0,-0.0377044534412955,162.0,0.1615196517705887,0.3975001213047613,-5.641839493189681,32.98400000000001,0.2069076953467521,0.5814507703705668,0.0060454545454545
42,2.0,-1.3251794871794869,26.0,0.0753800703768404,1.1163096915855122,-1.0950429212176045,5.156,0.5906734919352002,0.9026743748291968,0.0882083333333333
43,2.0,-1.182,36.0,0.1415716161512528,0.8069768089922782,-2.343566969181998,28.459999999999994,0.2531808819271764,0.8123502567411006,0.0228648648648648
44,0.0,-0.532909090909091,11.0,0.1926208526896845,1.1163096915855122,2.492169580451094,7.889999999999999,0.1406910103547045,0.9026743748291968,0.0506315789473684
45,4.0,-1.0863913978494624,79.0,0.1727035598178944,3.4071274826753464,-2.100114706560148,17.917,0.1095749007584454,1.0129523636945903,0.0316491228070175
46,0.0,-0.6637573529411764,42.0,0.0904119855695184,0.5132557189762713,-2.958742406971194,9.304,0.4465953285815106,0.3174262072937803,0.0504230769230769
47,2.0,-1.1620714285714286,35.0,0.1374753888413964,0.3761580101569993,-1.8466912764934895,40.387,0.3297310993744285,0.4743073625727979,0.0466428571428571
48,0.0,-0.622,36.0,0.0640902743030972,0.6178689554385759,-0.4953577957654492,10.957,0.4795117920132893,0.6054206608130699,0.0370714285714285
49,2.0,-2.605833333333333,14.0,0.1844889892669483,1.1163096915855122,-1.5473969626527857,25.728,0.309534377258958,0.9026743748291968,0.3076666666666667
50,2.0,-0.2449999999999999,53.0,0.207634889433431,0.1088496780779467,-2.794424958881341,1.1509999999999998,0.1240910543965179,0.9026743748291968,0.0330714285714285
51,2.0,-1.6491210526315787,42.0,0.1460089099821364,0.7471788464138303,-3.065249393209301,31.421999999999997,0.1905329778478282,1.240651962539901,0.0538285714285714
52,1.0,-1.3393636363636363,20.0,0.0961911014841523,1.1163096915855122,-2.3475316216182387,3.4239999999999995,0.4353827260963494,0.9026743748291968,0.0916666666666666
53,2.0,0.0900315789473683,21.0,0.1799597240959447,1.7893725091170465,-5.5216777126764445,8.496999999999998,0.2249821265448046,0.4583131190101307,0.0121842105263157
54,2.0,-0.6273440860215054,100.0,0.1498446359415952,2.822608480556048,-5.2150162257538835,34.07900000000001,0.2124687941779951,1.8965244777571144,0.0120491803278688
55,0.0,-0.1354516129032258,116.0,0.1532505321261081,0.4731075209884553,-3.378601391139865,24.113999999999997,0.3280861990120552,0.5232475064360168,0.0266
56,2.0,-0.5957836257309942,21.0,0.1924615716706543,0.8361638559203571,-3.1732139135322317,12.001,0.1770338419507638,0.5859272077887222,0.0310277777777777
57,0.0,-0.613925,39.0,0.0633139588146961,0.5662566083116574,-0.6945880449209736,8.839000000000002,0.5147082399451088,0.383,0.037
58,0.0,-0.2132689655172413,116.0,0.1590917367441104,0.2498407590389743,-3.593154493026222,17.262,0.3059661992099013,0.8413334653988281,0.0309803921568627
59,2.0,-0.901521739130435,50.0,0.1697959068406893,1.1989312400519456,-3.218099445640859,23.879999999999995,0.1890556815388754,0.92868139551513,0.0367872340425531
60,4.0,0.3461083743842365,86.0,0.1768425847000883,1.2660618775387589,-2.481693065713338,31.497,0.1688726911859022,0.2284360300821415,0.045235294117647
61,4.0,-0.1922830687830689,98.0,0.193165715002491,1.185133525755676,-3.374961654231402,11.856999999999998,0.2244266680547794,0.2556429022966329,0.0165882352941176
62,0.0,-0.2626666666666666,0.0,0.0447070461985766,1.1163096915855122,-2.5298221281346938,2.6170000000000004,0.1909978276084078,0.9026743748291968,0.0
63,4.0,-0.1495652173913045,88.0,0.2021847843247557,1.4655170940530322,-2.8676354417874235,2.2369999999999983,0.2065986332908633,1.1779137980073828,0.0336607142857142
64,2.0,-0.0845370101596516,230.0,0.0731866309425692,2.152523831447197,-3.877790726509888,27.819000000000003,0.0922797228750425,0.7735276233497526,0.0063866666666666
65,2.0,0.3470588235294118,36.0,0.1956498884269837,0.8437869321272765,-3.3682523333587717,3.4990000000000023,0.1077406996234821,0.696931861926578,0.0448666666666666
66,0.0,-0.2531079931972788,23.0,0.1046378287605941,0.482732786422216,-3.2863579049068115,72.745,0.2630092519067867,0.290837049952051,0.0038648648648648
67,2.0,0.7173801169590647,52.0,0.1351029007371409,0.8677021378330242,-3.0396192509677205,28.08,0.2035843112822116,0.4755116412262318,0.0222121212121212
68,2.0,0.9766538461538464,23.0,0.0874058788050575,1.1163096915855122,-1.540157111592088,9.425999999999998,0.532626732860743,0.9026743748291968,0.1447619047619047
69,2.0,-0.1073219512195122,115.0,0.0985274803368112,3.0695978764896066,-3.993211602368876,1.8940000000000052,0.2171477839390203,0.8868987877047233,0.0140091743119266
70,2.0,0.613941176470588,38.0,0.1414545466910486,0.1575508461114619,-2.1375342021721706,29.927999999999997,0.2405946038117998,0.2671733928916814,0.0743666666666666
71,3.0,-0.3427272727272727,34.0,0.1799277861686641,1.1163096915855122,-2.927752667807712,5.882000000000001,0.3418207989618492,0.9026743748291968,0.3461111111111111
72,2.0,-0.9860454545454546,11.0,0.248158331987377,1.1163096915855122,-3.311755926353506,24.962000000000003,0.0996432480591575,0.9026743748291968,0.0849999999999999
73,2.0,-0.0985083333333333,26.0,0.2435623287914674,0.4722497659615585,-2.317680485502417,7.194,0.1871532710174128,0.1919999999999992,0.108
74,4.0,0.1838636363636364,30.0,0.2363721410673078,1.1163096915855122,-1.42291164548871,2.3080000000000016,0.1803948148756603,0.9026743748291968,0.0746666666666666
75,4.0,-1.4999142857142858,42.0,0.2162155742354288,0.2461718792739349,-2.858158619143087,8.118999999999998,0.2912156380984307,0.9026743748291968,0.3182727272727272
76,2.0,0.5200285714285714,40.0,0.1152630014196878,0.190310126463347,-1.8629053370721371,12.231,0.39387787286192,0.9026743748291968,0.0597777777777777
77,2.0,0.6809999999999999,33.0,0.2052961031128479,1.1163096915855122,-1.6895432221584044,12.771,0.4105687716506428,0.9026743748291968,0.1099047619047619
78,2.0,-0.2077714285714285,29.0,0.1447592020285339,0.2854336454652543,-3.760050807086772,12.191,0.3051642304326119,0.9026743748291968,0.109
79,0.0,-0.3103271889400922,0.0,0.4214760817674192,0.2540534495583136,-2.325594176218754,82.798,0.1398143930254802,0.6454612896809327,0.0039960317460317
80,2.0,0.3251739130434782,66.0,0.1475731251143741,0.8016938103703493,-1.8408738679175003,24.004,0.1579741421614962,1.5413548606370429,0.0272666666666666
81,2.0,0.1625999999999999,31.0,0.1765703817086683,0.4221582592564307,-2.3060912793667723,3.6590000000000016,0.130887842629677,0.9026743748291968,0.0544999999999999
82,2.0,0.1219815384615384,75.0,0.1663056074969218,0.4628298415860363,-2.6263614869243788,3.5730000000000004,0.2044387466924433,0.0168287138505562,0.0222222222222222
83,2.0,0.4413736263736265,23.0,0.1486149333293783,0.1549856432028719,-2.0490633920174757,4.616999999999997,0.2607847494391666,0.9026743748291968,0.0646399999999999
84,2.0,-0.0891521739130435,43.0,0.1550389929736628,0.1057637744032085,-2.372182175241392,3.6140000000000008,0.2066512697234431,0.2249657723457122,0.0315897435897435
85,2.0,0.0252094861660078,43.0,0.1633066301320267,1.3036841343179917,-3.202330914136589,11.775000000000002,0.1207943319832747,2.2621538842332187,0.0469024390243902
86,2.0,0.2513073593073592,46.0,0.1296784883412718,1.8226730590304023,-3.6643014878496056,3.89,0.0956810369311293,1.1199132707876642,0.0326749999999999
87,2.0,-0.1192549019607843,17.0,0.1852811859424321,0.2060598932042829,-2.3704891161155017,19.086,0.1787426661523743,0.2379772562093166,0.0074516129032258
88,2.0,0.4199021739130436,59.0,0.1126384947615726,0.2752832462332886,-2.001975354539722,22.499,0.2389784018800811,0.3129534456182119,0.0375121951219512
89,2.0,-0.1244,29.0,0.1421237246348504,0.3841099994506518,-5.268109713496375,23.316000000000017,0.1874413082880114,0.8876149096288354,0.0023780487804878
